trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.05, 'e': 0.3097112398934898}",25,14,-19.681947299423214,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.05, 'e': 0.3023153610413616}",25,0,-10.433773528883009,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
186,False,"{'a': 0.05, 'e': 0.29506230890300644}",25,17,14.456844160891372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.05, 'e': 0.2879515320536694}",25,16,-27.184824728994435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.05, 'e': 0.2809823385609528}",20,4,22.30422131214684,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.05, 'e': 0.27415390509464066}",20,7,13.697818314414445,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.05, 'e': 0.2674652857642299}",25,8,-3.3168269475158376,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
191,False,"{'a': 0.05, 'e': 0.26091542067508755}",20,5,-9.178225484362176,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
192,False,"{'a': 0.05, 'e': 0.2545031441962238}",20,6,0.422134549306868,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.05, 'e': 0.24822719293455786}",20,0,25.69776968763034,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
194,False,"{'a': 0.05, 'e': 0.24208621341228365}",30,0,15.707076066781786,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.05, 'e': 0.23607876944550732}",25,0,30.229793334741444,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.05, 'e': 0.2302033492237483}",20,8,19.443615649832307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.05, 'e': 0.2244583720911738}",20,12,-9.98175096682974,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.05, 'e': 0.21884219503157176}",20,0,-27.867728075071074,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
199,False,"{'a': 0.05, 'e': 0.21335311886009434}",30,16,10.50576226287589,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.05, 'e': 0.20798939412568995}",30,0,27.178812507242395,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
201,False,"{'a': 0.05, 'e': 0.20274922672894247}",25,7,-0.04494694357182283,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.05, 'e': 0.19763078326071226}",20,3,3.2837777467517637,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.05, 'e': 0.19263219606756932}",25,16,-7.299300656289514,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.05, 'e': 0.18775156805051385}",25,7,-19.295695557777723,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
205,False,"{'a': 0.05, 'e': 0.18298697720389412}",25,8,13.78159702947479,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.05, 'e': 0.17833648090179022}",25,14,21.378900488866222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.05, 'e': 0.17379811993940153}",25,14,21.753370441458785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.05, 'e': 0.16936992233720038}",20,16,6.106059112732453,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.05, 'e': 0.16504990691577381}",20,9,8.021278514802498,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.05, 'e': 0.16083608664938442}",20,6,3.197047481362306,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.05, 'e': 0.1567264718063479}",25,8,-24.31003477962008,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
212,False,"{'a': 0.05, 'e': 0.1527190728843445}",30,21,16.397355460452914,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.05, 'e': 0.14881190334877192}",25,7,0.7474104781044899,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.05, 'e': 0.1450029821821951}",25,7,23.971043421653704,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.05, 'e': 0.14129033625287823}",30,0,7.900090432143435,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.05, 'e': 0.13767200251027734}",20,9,18.02584867811804,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.05, 'e': 0.13414603001525105}",20,10,4.783922680859709,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.05, 'e': 0.13071048181260536}",25,12,24.158500190713056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.05, 'e': 0.12736343665342498}",25,13,21.41435735466466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.05, 'e': 0.1241029905744746}",20,9,17.023215803791008,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.05, 'e': 0.12092725834176554}",30,4,36.93019189957621,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.05, 'e': 0.11783437476519021}",20,10,15.810717337053921,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.05, 'e': 0.11482249589092564}",20,11,18.706922471450216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.05, 'e': 0.11188980007809635}",20,10,15.536812642230453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.05, 'e': 0.10903448896597856}",25,15,20.649523196389342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.05, 'e': 0.10625478833781088}",20,12,15.375902879535587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.05, 'e': 0.10354894888705835}",20,0,31.169556847764046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.05, 'e': 0.10091524689176345}",20,8,26.112890517769877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.05, 'e': 0.09835198480239815}",25,11,15.087594023154214,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.05, 'e': 0.09585749174841651}",20,8,24.429888676011473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.05, 'e': 0.0934301239684947}",35,24,18.289042918399637,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.05, 'e': 0.0910682651692355}",30,13,20.992268897877228,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.05, 'e': 0.08877032681690666}",20,12,14.087660069356803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.05, 'e': 0.08653474836657993}",30,13,-14.36166637793043,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
235,False,"{'a': 0.05, 'e': 0.08435999743284006}",20,7,3.3081382774737436,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.05, 'e': 0.08224456990603701}",25,10,24.106087274499206,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.05, 'e': 0.08018699001786933}",25,17,6.87520979239891,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.05, 'e': 0.07818581035989891}",25,13,21.210872553797397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.05, 'e': 0.07623961185842376}",20,13,12.765214042686763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.05, 'e': 0.07434700370895797}",20,14,12.70027755221899,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.05, 'e': 0.07250662327340518}",25,10,22.155073701688256,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.05, 'e': 0.07071713594284978}",20,9,-34.34527724484827,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
243,False,"{'a': 0.05, 'e': 0.06897723496873132}",25,11,27.729160476186696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.05, 'e': 0.06728564126502468}",30,10,35.08323557109001,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.05, 'e': 0.06564110318389516}",20,10,18.41150916544789,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.05, 'e': 0.06404239626717068}",20,16,9.786874536180612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.05, 'e': 0.06248832297582929}",25,15,-19.974800806486137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.05, 'e': 0.06097771239958194}",25,1,22.236987882490016,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.05, 'e': 0.05950941994850367}",30,7,38.355113627493196,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.05, 'e': 0.058082327028551095}",20,0,31.376472401624344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.05, 'e': 0.05669534070269411}",25,12,23.28239877510582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.05, 'e': 0.05534739333928229}",20,16,7.257194885828748,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.05, 'e': 0.0540374422491664}",20,9,18.2049386928847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.05, 'e': 0.052764469312996165}",25,13,-20.78395413955718,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.05, 'e': 0.05152748060002843}",25,20,10.100637682074117,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.05, 'e': 0.0503255059796881}",20,11,17.529914841529575,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.05, 'e': 0.04915759872704428}",20,10,18.243890825219108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.05, 'e': 0.04802283512328298}",25,13,24.334090215556785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.05, 'e': 0.046920314052185774}",25,0,27.032310108504603,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
260,False,"{'a': 0.05, 'e': 0.045849156593550155}",20,0,36.71103840644719,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.05, 'e': 0.04480850561442229}",35,17,24.195631644392805,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.05, 'e': 0.04379752535894876}",25,11,26.221917587736478,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.05, 'e': 0.04281540103759429}",20,3,28.301306613148174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.05, 'e': 0.04186133841641382}",20,9,17.92091925637643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.05, 'e': 0.04093456340701784}",20,5,28.323940946727014,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.05, 'e': 0.04003432165781362}",20,8,20.483885800668162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.05, 'e': 0.03915987814706434}",20,8,24.099455717771168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.05, 'e': 0.03831051677825592}",20,14,10.170619648626948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.05, 'e': 0.03748553997822546}",25,15,19.634732575706046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.05, 'e': 0.03668426829846061}",25,5,-4.525608697795663,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.05, 'e': 0.035906040019946794}",30,18,24.247630047041035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.05, 'e': 0.03515021076189706}",30,16,21.540259436615287,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.05, 'e': 0.03441615309467627}",20,12,12.431751881165583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.05, 'e': 0.033703256157190054}",20,8,22.474828642570557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.05, 'e': 0.033010925278987746}",20,11,19.61815808901092,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.05, 'e': 0.032338581607298855}",20,0,35.93237761183718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.05, 'e': 0.031685661739195514}",20,5,24.882178706762105,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.05, 'e': 0.031051617359053374}",35,22,23.72878774997334,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.05, 'e': 0.030435914881458914}",20,14,11.021874042349356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.05, 'e': 0.02983803509969074}",20,10,-1.5213091256547053,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
281,False,"{'a': 0.05, 'e': 0.029257472839884224}",35,25,15.94748404338205,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.05, 'e': 0.0286937366209713}",25,15,19.029761224348405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.05, 'e': 0.028146348320468584}",30,20,15.920904557054191,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.05, 'e': 0.027614842846174548}",25,17,15.724384104238695,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.05, 'e': 0.027098767813819924}",30,12,27.8663818337551,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.05, 'e': 0.02659768323070355}",25,8,33.271040000410245,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.05, 'e': 0.026111161185333298}",25,13,24.387524994273537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.05, 'e': 0.0256387855430813}",35,13,43.377314342232495,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.05, 'e': 0.025180151647849702}",30,18,25.888212123120653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.05, 'e': 0.024734866029738845}",20,12,17.192924788974985,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.05, 'e': 0.024302546118694313}",30,15,27.8795613306874,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.05, 'e': 0.023882819964106794}",25,15,15.929495171685769,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.05, 'e': 0.023475325960330085}",25,16,15.392677250923734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.05, 'e': 0.02307971257807262}",20,7,23.958359201407195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.05, 'e': 0.02269563810161679}",20,0,28.88242730770879,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.05, 'e': 0.02232277037181163}",25,0,40.21302873592763,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.05, 'e': 0.021960786534780397}",20,8,22.630487468679572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.05, 'e': 0.021609372796279835}",20,7,20.775546541198064,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.05, 'e': 0.021268224181643758}",25,15,16.964761202168095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.05, 'e': 0.02093704430124277}",30,8,45.63580084700942,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.05, 'e': 0.020615545121382528}",25,11,27.43416625543074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.05, 'e': 0.020303446740567388}",20,14,11.33849942342972,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.05, 'e': 0.02000047717104858}",20,7,21.407379474400276,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.05, 'e': 0.019706372125577465}",20,8,20.413640050678282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.05, 'e': 0.01942087480927901}",25,16,-25.396673250443783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.05, 'e': 0.01914373571656247}",25,7,30.95236916790254,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.05, 'e': 0.018874712432984442}",25,16,2.2903067625264732,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.05, 'e': 0.01861356944197501}",20,4,27.34287588697644,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.05, 'e': 0.018360077936342645}",20,13,11.518053936237715,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.05, 'e': 0.018114015634467573}",25,13,23.079390763460548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.05, 'e': 0.017875166601096115}",20,8,19.476899822945118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.05, 'e': 0.017643321072647766}",25,0,37.93147495908686,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.05, 'e': 0.017418275286945506}",25,3,38.344030262020425,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.05, 'e': 0.017199831317281533}",20,13,11.869050733009896,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.05, 'e': 0.01698779691072949}",25,13,23.21648282288733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.05, 'e': 0.01678198533061548}",25,5,41.13451315642336,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.05, 'e': 0.016582215203060913}",25,18,12.757461815456832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.05, 'e': 0.016388310367509207}",30,19,20.7350495894676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.05, 'e': 0.016200099731150774}",20,14,11.572905615441993,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.05, 'e': 0.016017417127161093}",25,3,40.870154972206905,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.05, 'e': 0.015840101176666344}",25,17,15.60153090893813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.05, 'e': 0.01566799515435402}",25,16,17.172891054471556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.05, 'e': 0.015500946857644582}",20,8,19.671283267470105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.05, 'e': 0.015338808479343102}",20,5,26.048191263046704,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.05, 'e': 0.015181436483690192}",20,10,19.395750856757044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.05, 'e': 0.015028691485733381}",30,8,40.70180535459716,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.05, 'e': 0.014880438133937912}",35,17,34.45922654269674,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,17,15.066013816071425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,8,24.34239868756009,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,16,25.70604670491951,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,9,19.130385190163203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,19.094714188287657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,16,30.222489579687817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,10,18.60696003268081,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,11.486100683411529,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,7,29.199034316094085,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,7,26.43805382050449,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,11,14.995027760421905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,10,16.038985240546012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,5,38.93438662976369,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,6,25.684967964330514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,8,33.1972683010289,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,9,32.52696235050676,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,11,19.788527468166805,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,11,20.684225605605462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,8,25.141764360982897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,15,15.426226006256647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
